timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
37.00;41.91;29120.98;7.91;219.13;4.51;57.89;HBEFA3/Bus;0.00;9215.60;bus2;422791779#0_1;77.84;62.49;!bus2!var#1;11.87;bus_bus;0.00;23.714231;37.977460
37.00;20.17;5304.77;4.85;60.84;2.01;212.40;HBEFA3/Bus;0.00;1677.02;bus3;917870260#0_2;66.65;42.56;!bus3!var#1;0.04;bus_bus;1.00;23.711560;37.981115
37.00;33.28;20146.33;6.75;158.62;3.53;278.16;HBEFA3/Bus;0.00;6374.99;bus4;482987487_0;75.10;18.54;!bus4!var#1;8.30;bus_bus;0.00;23.744434;37.986330
37.00;20.17;5286.11;4.85;60.75;2.01;97.47;HBEFA3/Bus;0.00;1671.11;bus5;-170993800#2_0;67.11;125.75;!bus5!var#1;0.00;bus_bus;8.00;23.737504;37.975974
37.00;46.28;32761.55;8.39;245.43;4.97;236.29;HBEFA3/Bus;0.00;10367.59;bus6;:359094862_1_0;78.67;10.48;!bus6!var#1;11.52;bus_bus;0.00;23.741032;37.985498
37.00;0.00;0.00;0.00;0.00;0.00;279.43;HBEFA3/Bus;0.00;0.00;bus7;32015479#2_0;67.22;43.49;!bus7!var#1;8.92;bus_bus;0.00;23.744877;37.986266
37.00;0.00;0.00;0.00;0.00;0.00;8.59;HBEFA3/Bus;0.00;0.00;bus8;347276812#11_0;63.63;6.42;!bus8!var#1;7.31;bus_bus;0.00;23.714988;37.975131
37.00;0.00;0.00;0.00;0.00;0.00;33.05;HBEFA3/Bus;0.00;0.00;bus9;651185404_0;70.10;19.58;!bus9!var#1;7.89;bus_bus;0.00;23.735070;37.973117
37.00;95.55;2451.96;0.39;0.59;0.12;244.94;HBEFA3/LDV_G_EU6;0.00;782.16;motorcycle0;:355614213_9_0;60.85;8.91;!motorcycle0!var#1;6.16;motorcycle_motorcycle;0.00;23.711304;37.990014
37.00;0.00;0.00;0.00;0.00;0.00;145.39;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;10741754#2_0;55.50;69.53;!motorcycle1!var#1;6.21;motorcycle_motorcycle;0.00;23.725613;37.988163
37.00;0.00;0.00;0.00;0.00;0.00;144.00;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle2;659950579_0;61.12;18.71;!motorcycle2!var#1;12.17;motorcycle_motorcycle;0.00;23.740795;37.985088
37.00;179.19;1228.61;0.64;0.31;0.17;99.41;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle3;10741757#0_0;55.94;12.14;!motorcycle3!var#1;0.00;motorcycle_motorcycle;11.00;23.727515;37.987422
37.00;0.00;0.00;0.00;0.00;0.00;330.20;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle4;-50826619_0;54.48;36.44;!motorcycle4!var#1;1.66;motorcycle_motorcycle;0.00;23.711766;37.987970
37.00;134.10;2890.38;0.55;0.67;0.17;2.70;HBEFA3/LDV_G_EU6;0.00;922.02;motorcycle5;:cluster_353746847_824855263_0_0;62.30;3.04;!motorcycle5!var#1;5.16;motorcycle_motorcycle;0.00;23.714431;37.975255
37.00;510.14;12656.55;2.29;2.59;0.80;195.15;HBEFA3/LDV_G_EU6;0.00;4037.40;motorcycle6;:359094247_6_0;79.80;13.47;!motorcycle6!var#1;9.03;motorcycle_motorcycle;0.00;23.747823;37.988905
37.00;79.15;4102.44;0.46;1.68;0.07;138.82;HBEFA3/PC_G_EU4;0.00;1308.50;veh0;:cluster_5370319353_95663474_7_1;63.90;3.02;!veh0!var#1;8.13;veh_passenger;0.00;23.725899;37.987909
37.00;98.92;5101.81;0.57;2.15;0.10;342.41;HBEFA3/PC_G_EU4;0.00;1627.25;veh1;881725975#0_0;65.78;12.83;!veh1!var#1;8.20;veh_passenger;0.00;23.746297;37.974633
37.00;0.00;0.00;0.00;0.00;0.00;325.65;HBEFA3/PC_G_EU4;0.00;0.00;veh10;734707701#3_1;39.07;58.08;!veh10!var#1;1.13;veh_passenger;0.00;23.738282;37.978532
37.00;0.00;0.00;0.00;0.00;0.00;13.45;HBEFA3/PC_G_EU4;0.00;0.00;veh11;294492610#0_0;55.37;16.70;!veh11!var#1;1.82;veh_passenger;0.00;23.727788;37.975007
37.00;146.21;9003.25;0.88;3.90;0.19;137.54;HBEFA3/PC_G_EU4;0.00;2871.59;veh12;222899032#0_0;70.91;14.73;!veh12!var#1;11.74;veh_passenger;0.00;23.726038;37.987735
37.00;93.36;2117.64;0.47;0.86;0.03;108.92;HBEFA3/PC_G_EU4;0.00;675.47;veh13;661072058#4_0;57.11;0.26;!veh13!var#1;3.79;veh_passenger;0.00;23.711514;37.977131
37.00;165.76;11166.56;1.03;4.82;0.24;236.06;HBEFA3/PC_G_EU4;0.00;3561.57;veh14;634252645#3_1;72.41;18.50;!veh14!var#1;15.78;veh_passenger;0.00;23.745996;37.987906
37.00;0.00;0.00;0.00;0.00;0.00;150.73;HBEFA3/PC_G_EU4;0.00;0.00;veh15;31767641#0_0;62.23;383.10;!veh15!var#1;12.90;veh_passenger;0.00;23.711647;37.991121
37.00;126.56;2984.22;0.65;1.30;0.06;98.13;HBEFA3/PC_G_EU4;0.00;951.87;veh16;31621981#1_0;61.07;3.00;!veh16!var#1;2.76;veh_passenger;0.00;23.725264;37.974578
37.00;164.78;2624.72;0.81;1.20;0.07;212.77;HBEFA3/PC_G_EU4;0.00;837.22;veh17;917870260#0_2;55.94;50.10;!veh17!var#1;0.00;veh_passenger;10.00;23.711512;37.981059
37.00;146.38;6100.61;0.81;2.68;0.13;325.64;HBEFA3/PC_G_EU4;0.00;1945.82;veh18;:250691753_1_0;69.66;9.95;!veh18!var#1;5.92;veh_passenger;0.00;23.737538;37.979503
37.00;0.00;0.00;0.00;0.00;0.00;342.32;HBEFA3/PC_G_EU4;0.00;0.00;veh19;391433168#2_0;60.59;8.91;!veh19!var#1;10.91;veh_passenger;0.00;23.742022;37.978201
37.00;60.70;4989.81;0.39;2.00;0.08;145.17;HBEFA3/PC_G_EU4;0.00;1591.52;veh2;32015470#2_0;65.96;33.43;!veh2!var#1;12.11;veh_passenger;0.00;23.740562;37.988934
37.00;125.99;9699.17;0.81;3.95;0.21;279.09;HBEFA3/PC_G_EU4;0.00;3093.55;veh20;741721487#0_0;72.62;12.11;!veh20!var#1;23.60;veh_passenger;0.00;23.730958;37.987439
37.00;90.88;6471.31;0.57;2.70;0.12;145.46;HBEFA3/PC_G_EU4;0.00;2064.04;veh21;23183960#0_0;67.64;24.01;!veh21!var#1;12.15;veh_passenger;0.00;23.739485;37.980163
37.00;164.78;2624.72;0.81;1.20;0.07;11.04;HBEFA3/PC_G_EU4;0.00;837.22;veh22;634244588#1_0;55.94;19.57;!veh22!var#1;0.00;veh_passenger;9.00;23.723134;37.985684
37.00;157.28;2419.60;0.77;1.10;0.06;145.41;HBEFA3/PC_G_EU4;0.00;771.80;veh23;52493436#1_1;39.55;38.45;!veh23!var#1;0.19;veh_passenger;0.00;23.731704;37.984801
37.00;151.31;2326.26;0.74;1.05;0.06;276.88;HBEFA3/PC_G_EU4;0.00;742.03;veh24;23214072#5_0;46.20;67.88;!veh24!var#1;0.42;veh_passenger;0.00;23.746954;37.973055
37.00;164.25;2621.15;0.81;1.20;0.07;190.12;HBEFA3/PC_G_EU4;0.00;836.08;veh25;32295709_0;55.81;88.54;!veh25!var#1;0.03;veh_passenger;2.00;23.729165;37.983017
37.00;18.47;3209.99;0.16;1.14;0.04;142.99;HBEFA3/PC_G_EU4;0.00;1023.85;veh26;677284297#0_0;64.60;16.91;!veh26!var#1;12.88;veh_passenger;0.00;23.740943;37.988487
37.00;0.00;1425.59;0.00;0.14;0.00;250.10;HBEFA3/PC_G_EU4;0.00;454.71;veh27;687830215_1;67.56;13.22;!veh27!var#1;19.24;veh_passenger;0.00;23.747035;37.980574
37.00;111.79;4375.03;0.61;1.87;0.08;55.80;HBEFA3/PC_G_EU4;0.00;1395.45;veh29;601290887#5_0;64.87;8.08;!veh29!var#1;5.84;veh_passenger;0.00;23.743185;37.986022
37.00;0.00;0.00;0.00;0.00;0.00;188.56;HBEFA3/PC_G_EU4;0.00;0.00;veh3;311408820#4_2;52.70;46.18;!veh3!var#1;6.69;veh_passenger;0.00;23.729996;37.986561
37.00;73.00;3188.16;0.40;1.28;0.05;282.10;HBEFA3/PC_G_EU4;0.00;1016.90;veh30;:cluster_1137831759_359095427_9_0;61.88;18.37;!veh30!var#1;7.01;veh_passenger;0.00;23.745379;37.986187
37.00;21.36;2959.52;0.16;1.05;0.03;256.91;HBEFA3/PC_G_EU4;0.00;943.96;veh31;449255481#4_0;63.77;27.45;!veh31!var#1;11.79;veh_passenger;0.00;23.737180;37.989403
37.00;55.20;2859.03;0.32;1.10;0.04;181.74;HBEFA3/PC_G_EU4;0.00;911.92;veh32;-1146031225#1_0;61.62;7.91;!veh32!var#1;7.98;veh_passenger;0.00;23.726745;37.989599
37.00;0.00;0.00;0.00;0.00;0.00;189.33;HBEFA3/PC_G_EU4;0.00;0.00;veh33;222941078#5_0;63.96;83.52;!veh33!var#1;16.78;veh_passenger;0.00;23.727770;37.988226
37.00;0.00;0.00;0.00;0.00;0.00;59.23;HBEFA3/PC_G_EU4;0.00;0.00;veh34;634256870#2_0;48.49;57.27;!veh34!var#1;4.94;veh_passenger;0.00;23.711639;37.989361
37.00;0.00;0.00;0.00;0.00;0.00;251.45;HBEFA3/PC_G_EU4;0.00;0.00;veh35;50239848#0_0;58.99;62.52;!veh35!var#1;7.14;veh_passenger;0.00;23.747614;37.979557
37.00;76.75;2329.46;0.40;0.92;0.03;26.35;HBEFA3/PC_G_EU4;0.00;743.02;veh36;307734996#6_0;59.02;4.60;!veh36!var#1;5.30;veh_passenger;0.00;23.712636;37.974538
37.00;113.38;7504.56;0.70;3.19;0.15;233.58;HBEFA3/PC_G_EU4;0.00;2393.59;veh37;838111477_1;68.90;3.97;!veh37!var#1;11.99;veh_passenger;0.00;23.726423;37.987003
37.00;160.59;2576.45;0.79;1.18;0.06;51.50;HBEFA3/PC_G_EU4;0.00;821.82;veh38;295083398#0_0;53.68;77.38;!veh38!var#1;0.18;veh_passenger;0.00;23.730345;37.989264
37.00;101.85;5482.08;0.59;2.32;0.10;55.80;HBEFA3/PC_G_EU4;0.00;1748.53;veh39;601290887#7_0;66.40;19.03;!veh39!var#1;8.66;veh_passenger;0.00;23.744236;37.986552
37.00;0.00;0.00;0.00;0.00;0.00;25.25;HBEFA3/PC_G_EU4;0.00;0.00;veh4;468810769#0_0;62.25;6.71;!veh4!var#1;14.82;veh_passenger;0.00;23.713505;37.975647
37.00;91.77;3314.06;0.49;1.37;0.06;30.73;HBEFA3/PC_G_EU4;0.00;1057.06;veh40;1203055989_0;61.94;0.27;!veh40!var#1;5.70;veh_passenger;0.00;23.739342;37.982434
37.00;132.68;8334.10;0.80;3.59;0.17;31.31;HBEFA3/PC_G_EU4;0.00;2658.17;veh41;23217758#0_0;70.03;34.39;!veh41!var#1;11.70;veh_passenger;0.00;23.711153;37.982968
37.00;0.00;1847.66;0.00;0.16;0.01;250.73;HBEFA3/PC_G_EU4;0.00;589.34;veh42;909651168_1;71.93;4.26;!veh42!var#1;27.20;veh_passenger;0.00;23.745572;37.975943
37.00;0.00;0.00;0.00;0.00;0.00;115.41;HBEFA3/PC_G_EU4;0.00;0.00;veh43;-52176358#1_0;63.54;179.25;!veh43!var#1;14.31;veh_passenger;0.00;23.710705;37.986257
37.00;0.00;0.00;0.00;0.00;0.00;82.16;HBEFA3/PC_G_EU4;0.00;0.00;veh44;865301640#0_1;48.18;31.69;!veh44!var#1;0.72;veh_passenger;0.00;23.719943;37.987693
37.00;0.00;0.00;0.00;0.00;0.00;149.22;HBEFA3/PC_G_EU4;0.00;0.00;veh45;31767641#7_0;62.43;9.94;!veh45!var#1;12.64;veh_passenger;0.00;23.713411;37.988480
37.00;107.00;7983.10;0.69;3.04;0.18;251.43;HBEFA3/PC_G_EU4;0.00;2546.23;veh46;52493497#0_1;73.55;58.74;!veh46!var#1;27.87;veh_passenger;0.00;23.746343;37.976143
37.00;164.21;2620.39;0.81;1.20;0.07;115.32;HBEFA3/PC_G_EU4;0.00;835.84;veh47;917870262#1_0;55.45;46.46;!veh47!var#1;0.03;veh_passenger;1.00;23.711244;37.980924
37.00;221.55;14291.04;1.36;6.24;0.32;51.85;HBEFA3/PC_G_EU4;0.00;4558.11;veh48;:95663418_5_1;74.83;13.69;!veh48!var#1;18.25;veh_passenger;0.00;23.725718;37.986560
37.00;94.38;7370.62;0.61;3.06;0.14;279.11;HBEFA3/PC_G_EU4;0.00;2350.87;veh49;52080446#1_0;68.82;11.34;!veh49!var#1;14.44;veh_passenger;0.00;23.731844;37.987305
37.00;125.15;5008.29;0.69;2.17;0.10;342.43;HBEFA3/PC_G_EU4;0.00;1597.43;veh5;:cluster_1459296053_1459296065_2112647753_2296291547_#5more_12_0;66.67;10.24;!veh5!var#1;5.82;veh_passenger;0.00;23.746546;37.973939
37.00;151.79;10656.60;0.95;4.56;0.23;189.17;HBEFA3/PC_G_EU4;0.00;3398.92;veh50;168737311#3_0;71.90;81.47;!veh50!var#1;16.62;veh_passenger;0.00;23.729460;37.984617
37.00;88.44;6490.55;0.56;2.70;0.12;278.87;HBEFA3/PC_G_EU4;0.00;2070.17;veh51;-52493354#1_0;67.70;56.92;!veh51!var#1;12.54;veh_passenger;0.00;23.721503;37.977344
37.00;97.28;7335.45;0.62;3.06;0.14;238.26;HBEFA3/PC_G_EU4;0.00;2339.65;veh52;286070638#0_0;68.72;64.33;!veh52!var#1;13.82;veh_passenger;0.00;23.720940;37.983332
37.00;0.00;0.00;0.00;0.00;0.00;251.45;HBEFA3/PC_G_EU4;0.00;0.00;veh53;749190996_0;58.82;51.06;!veh53!var#1;7.28;veh_passenger;0.00;23.748445;37.979756
37.00;142.62;8875.61;0.86;3.84;0.19;160.68;HBEFA3/PC_G_EU4;0.00;2830.88;veh54;-30481514#0_0;70.70;8.49;!veh54!var#1;11.86;veh_passenger;0.00;23.746987;37.979672
37.00;142.73;8232.58;0.85;3.58;0.17;98.88;HBEFA3/PC_G_EU4;0.00;2625.79;veh55;-704278578#1_1;70.42;14.62;!veh55!var#1;10.27;veh_passenger;0.00;23.722399;37.985883
37.00;95.26;5100.97;0.55;2.14;0.09;144.50;HBEFA3/PC_G_EU4;0.00;1626.98;veh56;207979572_0;65.73;33.15;!veh56!var#1;8.54;veh_passenger;0.00;23.733956;37.977177
37.00;125.28;6013.07;0.71;2.60;0.12;61.23;HBEFA3/PC_G_EU4;0.00;1917.89;veh57;44463547#0_0;67.91;23.80;!veh57!var#1;7.52;veh_passenger;0.00;23.717318;37.985864
37.00;0.00;0.00;0.00;0.00;0.00;12.05;HBEFA3/PC_G_EU4;0.00;0.00;veh58;636746261_0;54.04;11.99;!veh58!var#1;2.19;veh_passenger;0.00;23.727249;37.973943
37.00;0.00;0.00;0.00;0.00;0.00;99.32;HBEFA3/PC_G_EU4;0.00;0.00;veh59;653240387_0;62.99;47.19;!veh59!var#1;13.67;veh_passenger;0.00;23.714447;37.974137
37.00;144.76;8679.78;0.87;3.77;0.18;188.94;HBEFA3/PC_G_EU4;0.00;2768.42;veh6;10972185_0;70.71;20.54;!veh6!var#1;11.10;veh_passenger;0.00;23.735924;37.988896
37.00;0.00;0.00;0.00;0.00;0.00;16.00;HBEFA3/PC_G_EU4;0.00;0.00;veh60;-101259304#1_0;68.28;48.71;!veh60!var#1;21.39;veh_passenger;0.00;23.716597;37.972332
37.00;17.66;3062.36;0.15;1.08;0.03;332.52;HBEFA3/PC_G_EU4;0.00;976.76;veh61;-141341931_0;64.30;29.98;!veh61!var#1;12.56;veh_passenger;0.00;23.737024;37.988613
37.00;147.40;3132.55;0.74;1.40;0.07;40.13;HBEFA3/PC_G_EU4;0.00;999.18;veh62;760071189_0;63.77;6.74;!veh62!var#1;1.64;veh_passenger;0.00;23.721207;37.977998
37.00;148.11;3499.98;0.76;1.56;0.08;340.20;HBEFA3/PC_G_EU4;0.00;1116.37;veh63;219617988#0_0;65.81;7.16;!veh63!var#1;2.06;veh_passenger;0.00;23.719790;37.974685
37.00;164.78;2624.72;0.81;1.20;0.07;279.12;HBEFA3/PC_G_EU4;0.00;837.22;veh64;755022871#0_1;55.94;5.10;!veh64!var#1;0.00;veh_passenger;0.00;23.730028;37.987564
37.00;0.00;0.00;0.00;0.00;0.00;30.64;HBEFA3/PC_G_EU4;0.00;0.00;veh7;307734996#7_0;66.28;54.82;!veh7!var#1;19.35;veh_passenger;0.00;23.713348;37.975436
37.00;164.76;2624.61;0.81;1.20;0.07;181.74;HBEFA3/PC_G_EU4;0.00;837.19;veh8;-1146031225#1_0;55.92;43.18;!veh8!var#1;0.00;veh_passenger;3.00;23.726721;37.989281
37.00;117.01;8602.83;0.74;3.63;0.17;236.09;HBEFA3/PC_G_EU4;0.00;2743.87;veh9;634252645#3_0;70.03;18.06;!veh9!var#1;14.95;veh_passenger;0.00;23.745981;37.987932
38.00;20.17;5286.11;4.85;60.75;2.01;83.58;HBEFA3/Bus;0.00;1671.11;bus0;284240115#0_0;67.11;115.98;!bus0!var#1;0.00;bus_bus;7.00;23.719235;37.987608
38.00;0.00;0.00;0.00;0.00;0.00;236.14;HBEFA3/Bus;0.00;0.00;bus1;299514252#13_0;73.75;56.75;!bus1!var#1;16.73;bus_bus;0.00;23.735358;37.982673
38.00;0.00;0.00;0.00;0.00;0.00;342.45;HBEFA3/Bus;0.00;0.00;bus10;224026880_0;67.30;63.57;!bus10!var#1;9.82;bus_bus;0.00;23.748399;37.979638
38.00;24.32;12229.67;5.72;102.53;2.57;280.79;HBEFA3/Bus;0.00;3869.71;bus11;280010749_0;72.38;79.61;!bus11!var#1;7.93;bus_bus;0.00;23.717585;37.976262
38.00;28.23;15715.83;6.18;127.16;2.99;148.38;HBEFA3/Bus;0.00;4972.94;bus13;820368901_0;73.60;42.63;!bus13!var#1;8.16;bus_bus;0.00;23.719742;37.979645
38.00;34.40;20304.34;6.78;161.60;3.62;11.13;HBEFA3/Bus;0.00;6424.67;bus14;31619959#0_0;75.64;39.75;!bus14!var#1;6.40;bus_bus;0.00;23.710899;37.977475
38.00;22.01;7990.13;5.19;77.47;2.24;311.90;HBEFA3/Bus;0.00;2527.23;bus16;66867991_0;69.69;19.79;!bus16!var#1;2.62;bus_bus;0.00;23.726182;37.979131
38.00;23.86;9201.33;5.35;87.01;2.43;330.35;HBEFA3/Bus;0.00;2910.36;bus17;702078729_1;73.19;14.54;!bus17!var#1;1.70;bus_bus;0.00;23.718812;37.985963
38.00;38.95;26832.39;7.61;202.19;4.20;57.89;HBEFA3/Bus;0.00;8491.48;bus2;422791779#0_1;77.47;75.00;!bus2!var#1;12.51;bus_bus;0.00;23.714354;37.977517
38.00;20.17;5299.53;4.85;60.82;2.01;212.40;HBEFA3/Bus;0.00;1675.36;bus3;917870260#0_2;67.01;42.59;!bus3!var#1;0.02;bus_bus;2.00;23.711560;37.981115
38.00;42.36;28446.41;7.84;216.77;4.52;278.16;HBEFA3/Bus;0.00;9001.71;bus4;482987487_0;77.67;27.89;!bus4!var#1;9.35;bus_bus;0.00;23.744329;37.986344
38.00;20.17;5286.11;4.85;60.75;2.01;97.47;HBEFA3/Bus;0.00;1671.11;bus5;-170993800#2_0;67.11;125.75;!bus5!var#1;0.00;bus_bus;9.00;23.737504;37.975974
38.00;50.29;36683.98;8.90;272.36;5.42;236.14;HBEFA3/Bus;0.00;11609.01;bus6;299514252#0_0;79.60;11.93;!bus6!var#1;12.59;bus_bus;0.00;23.740910;37.985438
38.00;0.00;0.00;0.00;0.00;0.00;279.43;HBEFA3/Bus;0.00;0.00;bus7;32015479#2_0;59.38;48.42;!bus7!var#1;4.92;bus_bus;0.00;23.744822;37.986275
38.00;0.00;0.00;0.00;0.00;0.00;9.19;HBEFA3/Bus;0.00;0.00;bus8;347276812#11_0;58.26;10.57;!bus8!var#1;4.15;bus_bus;0.00;23.714998;37.975167
38.00;22.03;10252.20;5.46;88.44;2.32;33.05;HBEFA3/Bus;0.00;3243.95;bus9;651185404_0;71.73;27.50;!bus9!var#1;7.92;bus_bus;0.00;23.735122;37.973176
38.00;0.00;0.00;0.00;0.00;0.00;239.42;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;31767678#6_0;55.84;5.25;!motorcycle0!var#1;5.41;motorcycle_motorcycle;0.00;23.711250;37.989990
38.00;0.00;0.00;0.00;0.00;0.00;145.39;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;10741754#2_0;58.80;75.67;!motorcycle1!var#1;6.14;motorcycle_motorcycle;0.00;23.725651;37.988116
38.00;299.53;9174.97;1.41;1.92;0.50;144.00;HBEFA3/LDV_G_EU6;0.00;2926.75;motorcycle2;659950579_0;70.50;32.72;!motorcycle2!var#1;14.01;motorcycle_motorcycle;0.00;23.740885;37.984983
38.00;179.19;1228.61;0.64;0.31;0.17;99.41;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle3;10741757#0_0;55.94;12.14;!motorcycle3!var#1;0.00;motorcycle_motorcycle;12.00;23.727515;37.987422
38.00;142.90;1568.78;0.53;0.39;0.14;330.20;HBEFA3/LDV_G_EU6;0.00;500.45;motorcycle4;-50826619_0;58.30;38.46;!motorcycle4!var#1;2.01;motorcycle_motorcycle;0.00;23.711755;37.987986
38.00;0.00;0.00;0.00;0.00;0.00;68.58;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle5;:cluster_353746847_824855263_0_0;53.39;7.08;!motorcycle5!var#1;4.04;motorcycle_motorcycle;0.00;23.714465;37.975275
38.00;0.00;0.00;0.00;0.00;0.00;194.09;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle6;23183278#0_0;59.54;5.27;!motorcycle6!var#1;8.62;motorcycle_motorcycle;0.00;23.747796;37.988832
38.00;119.68;6989.68;0.71;3.00;0.14;138.03;HBEFA3/PC_G_EU4;0.00;2229.37;veh0;222899032#0_1;68.58;2.07;!veh0!var#1;10.00;veh_passenger;0.00;23.725972;37.987840
38.00;104.86;6177.03;0.62;2.62;0.12;342.41;HBEFA3/PC_G_EU4;0.00;1970.18;veh1;881725975#0_0;67.35;22.63;!veh1!var#1;9.80;veh_passenger;0.00;23.746266;37.974717
38.00;162.69;2592.24;0.80;1.19;0.06;325.65;HBEFA3/PC_G_EU4;0.00;826.86;veh10;734707701#3_1;51.35;58.16;!veh10!var#1;0.08;veh_passenger;1.00;23.738281;37.978532
38.00;0.00;0.00;0.00;0.00;0.00;13.45;HBEFA3/PC_G_EU4;0.00;0.00;veh11;294492610#0_0;54.28;18.02;!veh11!var#1;1.32;veh_passenger;0.00;23.727792;37.975019
38.00;176.67;11288.85;1.08;4.92;0.24;137.54;HBEFA3/PC_G_EU4;0.00;3600.57;veh12;222899032#0_0;72.88;28.88;!veh12!var#1;14.15;veh_passenger;0.00;23.726143;37.987639
38.00;137.11;5748.28;0.76;2.51;0.12;82.41;HBEFA3/PC_G_EU4;0.00;1833.44;veh13;661072058#4_0;68.48;6.33;!veh13!var#1;6.08;veh_passenger;0.00;23.711583;37.977137
38.00;169.73;11704.77;1.06;5.03;0.25;236.34;HBEFA3/PC_G_EU4;0.00;3733.23;veh14;:5781418710_0_1;72.76;4.29;!veh14!var#1;17.71;veh_passenger;0.00;23.745825;37.987821
38.00;14.72;3114.21;0.14;1.09;0.03;150.73;HBEFA3/PC_G_EU4;0.00;993.30;veh15;31767641#0_0;64.67;396.24;!veh15!var#1;13.14;veh_passenger;0.00;23.711717;37.991016
38.00;113.26;2273.85;0.57;0.97;0.04;94.92;HBEFA3/PC_G_EU4;0.00;725.30;veh16;31621981#1_0;56.70;5.68;!veh16!var#1;2.68;veh_passenger;0.00;23.725294;37.974575
38.00;164.78;2624.72;0.81;1.20;0.07;212.77;HBEFA3/PC_G_EU4;0.00;837.22;veh17;917870260#0_2;55.94;50.10;!veh17!var#1;0.00;veh_passenger;11.00;23.711512;37.981059
38.00;120.07;5914.33;0.69;2.55;0.12;325.63;HBEFA3/PC_G_EU4;0.00;1886.40;veh18;734707701#9_0;67.54;3.39;!veh18!var#1;7.80;veh_passenger;0.00;23.737490;37.979562
38.00;0.00;0.00;0.00;0.00;0.00;322.89;HBEFA3/PC_G_EU4;0.00;0.00;veh19;:250712163_1_0;51.49;6.23;!veh19!var#1;6.41;veh_passenger;0.00;23.741984;37.978249
38.00;0.00;1431.48;0.00;0.33;0.00;145.17;HBEFA3/PC_G_EU4;0.00;456.60;veh2;32015470#2_0;62.52;45.30;!veh2!var#1;11.86;veh_passenger;0.00;23.740636;37.988844
38.00;0.00;0.00;0.00;0.00;0.00;279.09;HBEFA3/PC_G_EU4;0.00;0.00;veh20;741721487#0_0;65.71;31.21;!veh20!var#1;19.10;veh_passenger;0.00;23.730745;37.987471
38.00;58.68;5208.72;0.39;2.08;0.09;145.46;HBEFA3/PC_G_EU4;0.00;1661.33;veh21;23183960#0_0;66.45;37.03;!veh21!var#1;13.02;veh_passenger;0.00;23.739566;37.980064
38.00;164.78;2624.72;0.81;1.20;0.07;11.04;HBEFA3/PC_G_EU4;0.00;837.22;veh22;634244588#1_0;55.94;19.57;!veh22!var#1;0.00;veh_passenger;10.00;23.723134;37.985684
38.00;163.67;2616.10;0.81;1.20;0.07;145.41;HBEFA3/PC_G_EU4;0.00;834.47;veh23;52493436#1_1;55.37;38.51;!veh23!var#1;0.05;veh_passenger;1.00;23.731705;37.984800
38.00;163.48;2611.72;0.81;1.20;0.07;276.88;HBEFA3/PC_G_EU4;0.00;833.07;veh24;23214072#5_0;54.38;67.94;!veh24!var#1;0.06;veh_passenger;1.00;23.746953;37.973055
38.00;147.21;3280.22;0.75;1.46;0.07;190.71;HBEFA3/PC_G_EU4;0.00;1046.28;veh25;:250700142_0_0;64.61;0.81;!veh25!var#1;1.84;veh_passenger;0.00;23.729160;37.983001
38.00;44.95;4715.60;0.32;1.83;0.07;142.99;HBEFA3/PC_G_EU4;0.00;1504.06;veh26;677284297#0_0;66.19;30.47;!veh26!var#1;13.56;veh_passenger;0.00;23.741032;37.988388
38.00;0.00;0.00;0.00;0.00;0.00;250.13;HBEFA3/PC_G_EU4;0.00;0.00;veh27;687830215_1;62.18;27.96;!veh27!var#1;14.74;veh_passenger;0.00;23.746876;37.980532
38.00;136.00;6849.06;0.78;2.98;0.14;55.80;HBEFA3/PC_G_EU4;0.00;2184.53;veh29;601290887#5_0;69.27;16.18;!veh29!var#1;8.10;veh_passenger;0.00;23.743262;37.986061
38.00;150.12;8087.70;0.88;3.54;0.17;188.54;HBEFA3/PC_G_EU4;0.00;2579.59;veh3;:516020524_3_1;70.83;5.87;!veh3!var#1;9.19;veh_passenger;0.00;23.729978;37.986480
38.00;46.59;1810.72;0.25;0.64;0.01;279.43;HBEFA3/PC_G_EU4;0.00;577.57;veh30;32015479#2_0;58.95;5.39;!veh30!var#1;6.85;veh_passenger;0.00;23.745302;37.986200
38.00;44.74;4333.50;0.30;1.68;0.07;256.91;HBEFA3/PC_G_EU4;0.00;1382.19;veh31;449255481#4_0;65.40;39.89;!veh31!var#1;12.44;veh_passenger;0.00;23.737042;37.989381
38.00;0.00;0.00;0.00;0.00;0.00;181.74;HBEFA3/PC_G_EU4;0.00;0.00;veh32;-1146031225#1_0;58.33;15.39;!veh32!var#1;7.48;veh_passenger;0.00;23.726740;37.989531
