timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
15.00;161.19;9444.91;0.96;4.13;0.20;195.57;HBEFA3/PC_G_EU4;0.00;3012.46;veh9;:359094247_6_0;71.86;16.37;!veh9!var#1;11.01;veh_passenger;0.00;23.747814;37.988882
16.00;0.00;0.00;0.00;0.00;0.00;328.94;HBEFA3/Bus;0.00;0.00;bus0;224025730_0;66.44;56.87;!bus0!var#1;9.45;bus_bus;0.00;23.718261;37.986893
16.00;19.14;7039.53;5.05;67.15;1.99;351.14;HBEFA3/Bus;0.00;2227.03;bus1;169544332_0;69.70;3.92;!bus1!var#1;6.25;bus_bus;0.00;23.737554;37.983278
16.00;20.17;5286.11;4.85;60.75;2.01;126.34;HBEFA3/Bus;0.00;1671.11;bus2;734712582#2_0;67.11;5.14;!bus2!var#1;0.00;bus_bus;11.00;23.713364;37.977221
16.00;38.61;25648.49;7.46;195.80;4.13;115.40;HBEFA3/Bus;0.00;8116.49;bus3;23217626#1_0;76.82;12.72;!bus3!var#1;10.40;bus_bus;0.00;23.710500;37.982057
16.00;32.47;18489.63;6.55;149.01;3.41;283.61;HBEFA3/Bus;0.00;5850.35;bus4;:359095483_3_0;74.97;4.49;!bus4!var#1;6.04;bus_bus;0.00;23.745320;37.985667
16.00;31.64;17281.66;6.40;141.53;3.31;97.47;HBEFA3/Bus;0.00;5467.89;bus5;-170993800#2_0;75.17;27.10;!bus5!var#1;4.88;bus_bus;0.00;23.736396;37.976115
16.00;26.25;11833.28;5.69;104.48;2.70;55.49;HBEFA3/Bus;0.00;3743.45;bus6;46938927#2_0;73.36;18.27;!bus6!var#1;3.03;bus_bus;0.00;23.740899;37.986146
16.00;0.00;0.00;0.00;0.00;0.00;242.33;HBEFA3/Bus;0.00;0.00;bus7;-98350950_0;69.79;19.19;!bus7!var#1;7.09;bus_bus;0.00;23.745827;37.985686
16.00;0.00;0.00;0.00;0.00;0.00;239.24;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;48651788#2_0;61.81;9.14;!motorcycle0!var#1;12.07;motorcycle_motorcycle;0.00;23.712881;37.988990
16.00;289.66;8685.62;1.35;1.83;0.48;85.78;HBEFA3/LDV_G_EU6;0.00;2770.65;motorcycle1;10976427_0;70.21;26.90;!motorcycle1!var#1;12.56;motorcycle_motorcycle;0.00;23.724455;37.988890
16.00;0.00;0.00;0.00;0.00;0.00;234.56;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle2;:250713510_1_0;47.79;0.29;!motorcycle2!var#1;4.84;motorcycle_motorcycle;0.00;23.739577;37.986702
16.00;0.00;0.00;0.00;0.00;0.00;100.73;HBEFA3/PC_G_EU4;0.00;0.00;veh0;11031664#3_0;54.24;89.50;!veh0!var#1;8.02;veh_passenger;0.00;23.723805;37.988379
16.00;164.76;2624.61;0.81;1.20;0.07;319.01;HBEFA3/PC_G_EU4;0.00;837.19;veh1;659981101#0_2;55.92;16.60;!veh1!var#1;0.00;veh_passenger;4.00;23.747780;37.974966
16.00;0.00;0.00;0.00;0.00;0.00;145.08;HBEFA3/PC_G_EU4;0.00;0.00;veh10;299644700#5_3;52.71;9.89;!veh10!var#1;4.44;veh_passenger;0.00;23.737666;37.977582
16.00;134.25;2950.14;0.68;1.30;0.06;114.99;HBEFA3/PC_G_EU4;0.00;941.00;veh11;909208929_0;61.18;21.69;!veh11!var#1;2.22;veh_passenger;0.00;23.727492;37.974908
16.00;77.16;3069.60;0.42;1.24;0.05;145.68;HBEFA3/PC_G_EU4;0.00;979.09;veh12;:95663490_3_0;61.46;8.88;!veh12!var#1;6.46;veh_passenger;0.00;23.725075;37.988790
16.00;0.00;0.00;0.00;0.00;0.00;99.41;HBEFA3/PC_G_EU4;0.00;0.00;veh13;717094465#0_0;60.86;95.89;!veh13!var#1;10.87;veh_passenger;0.00;23.710316;37.977913
16.00;156.16;9309.45;0.94;4.06;0.20;167.23;HBEFA3/PC_G_EU4;0.00;2969.25;veh14;:359094247_6_0;71.52;6.79;!veh14!var#1;11.28;veh_passenger;0.00;23.747838;37.988960
16.00;0.00;0.00;0.00;0.00;0.00;151.32;HBEFA3/PC_G_EU4;0.00;0.00;veh15;31767641#0_0;62.46;100.70;!veh15!var#1;13.09;veh_passenger;0.00;23.710170;37.993378
16.00;122.88;2377.50;0.61;1.03;0.05;199.53;HBEFA3/PC_G_EU4;0.00;758.36;veh16;23216541#1_0;56.84;4.85;!veh16!var#1;2.20;veh_passenger;0.00;23.725344;37.974961
16.00;103.83;6554.42;0.63;2.77;0.13;212.77;HBEFA3/PC_G_EU4;0.00;2090.55;veh17;:251144770_1_1;67.77;8.75;!veh17!var#1;10.76;veh_passenger;0.00;23.712274;37.981969
16.00;97.54;6000.34;0.59;2.53;0.11;325.65;HBEFA3/PC_G_EU4;0.00;1913.83;veh18;734707701#3_0;67.03;38.03;!veh18!var#1;10.19;veh_passenger;0.00;23.738436;37.978395
16.00;140.72;7709.66;0.83;3.35;0.16;252.55;HBEFA3/PC_G_EU4;0.00;2459.01;veh19;573760699#0_0;70.06;32.76;!veh19!var#1;9.35;veh_passenger;0.00;23.744534;37.978133
16.00;51.18;4510.14;0.34;1.77;0.07;76.86;HBEFA3/PC_G_EU4;0.00;1438.53;veh2;61072226#0_0;65.44;141.11;!veh2!var#1;12.06;veh_passenger;0.00;23.738530;37.989141
16.00;146.41;7845.61;0.85;3.42;0.16;99.94;HBEFA3/PC_G_EU4;0.00;2502.37;veh20;10741757#9_0;70.49;27.06;!veh20!var#1;9.06;veh_passenger;0.00;23.732258;37.986682
16.00;0.00;0.00;0.00;0.00;0.00;151.40;HBEFA3/PC_G_EU4;0.00;0.00;veh21;-448706635_0;54.34;13.06;!veh21!var#1;1.73;veh_passenger;0.00;23.738408;37.981315
16.00;127.41;4636.37;0.69;2.02;0.09;279.87;HBEFA3/PC_G_EU4;0.00;1478.81;veh22;-50005006_0;66.23;14.91;!veh22!var#1;5.06;veh_passenger;0.00;23.723981;37.985315
16.00;141.40;4913.68;0.76;2.16;0.10;282.12;HBEFA3/PC_G_EU4;0.00;1567.26;veh23;49288906_1;67.98;11.68;!veh23!var#1;4.46;veh_passenger;0.00;23.731993;37.986114
16.00;0.00;0.00;0.00;0.00;0.00;275.79;HBEFA3/PC_G_EU4;0.00;0.00;veh24;23214072#0_0;69.83;53.87;!veh24!var#1;23.98;veh_passenger;0.00;23.751672;37.972563
16.00;147.37;3169.87;0.75;1.42;0.07;189.18;HBEFA3/PC_G_EU4;0.00;1011.09;veh25;168737311#3_0;64.01;6.79;!veh25!var#1;1.69;veh_passenger;0.00;23.729620;37.985278
16.00;0.00;1781.90;0.00;0.45;0.00;191.98;HBEFA3/PC_G_EU4;0.00;568.36;veh26;50033102_0;64.00;18.66;!veh26!var#1;13.56;veh_passenger;0.00;23.739931;37.990166
16.00;0.00;3328.74;0.04;1.00;0.04;236.88;HBEFA3/PC_G_EU4;0.00;1061.72;veh27;-85692476_0;69.05;5.10;!veh27!var#1;20.83;veh_passenger;0.00;23.751183;37.982430
16.00;0.00;0.00;0.00;0.00;0.00;188.57;HBEFA3/PC_G_EU4;0.00;0.00;veh3;311408820#0_2;49.19;42.95;!veh3!var#1;5.09;veh_passenger;0.00;23.730121;37.987106
16.00;140.88;7817.83;0.83;3.40;0.16;22.42;HBEFA3/PC_G_EU4;0.00;2493.51;veh4;307734996#1_0;70.12;20.46;!veh4!var#1;9.56;veh_passenger;0.00;23.711464;37.972418
16.00;147.05;9653.03;0.90;4.17;0.20;275.79;HBEFA3/PC_G_EU4;0.00;3078.83;veh5;23214072#5_0;71.22;38.70;!veh5!var#1;13.49;veh_passenger;0.00;23.747283;37.973020
16.00;95.02;5045.85;0.55;2.12;0.09;154.91;HBEFA3/PC_G_EU4;0.00;1609.40;veh6;-449255484#0_0;65.64;10.55;!veh6!var#1;8.46;veh_passenger;0.00;23.737369;37.989800
16.00;0.00;0.00;0.00;0.00;0.00;6.28;HBEFA3/PC_G_EU4;0.00;0.00;veh7;307734996#1_0;57.37;0.58;!veh7!var#1;6.08;veh_passenger;0.00;23.711371;37.972255
16.00;0.00;0.00;0.00;0.00;0.00;198.96;HBEFA3/PC_G_EU4;0.00;0.00;veh8;:95663544_0_0;52.90;3.09;!veh8!var#1;7.20;veh_passenger;0.00;23.727407;37.989831
16.00;0.00;0.00;0.00;0.00;0.00;194.34;HBEFA3/PC_G_EU4;0.00;0.00;veh9;:359094245_0_0;52.34;0.85;!veh9!var#1;6.83;veh_passenger;0.00;23.747793;37.988823
17.00;0.00;0.00;0.00;0.00;0.00;328.94;HBEFA3/Bus;0.00;0.00;bus0;224025730_0;60.44;62.32;!bus0!var#1;5.45;bus_bus;0.00;23.718230;37.986936
17.00;34.12;20367.56;6.79;161.35;3.60;325.07;HBEFA3/Bus;0.00;6444.80;bus1;169544332_0;75.36;11.04;!bus1!var#1;7.11;bus_bus;0.00;23.737509;37.983331
17.00;20.17;5286.11;4.85;60.75;2.01;126.34;HBEFA3/Bus;0.00;1671.11;bus2;734712582#2_0;67.11;5.14;!bus2!var#1;0.00;bus_bus;12.00;23.713364;37.977221
17.00;42.58;29447.00;7.96;222.04;4.57;115.40;HBEFA3/Bus;0.00;9318.66;bus3;23217626#1_0;77.85;23.99;!bus3!var#1;11.27;bus_bus;0.00;23.710614;37.982011
17.00;22.15;9586.86;5.38;85.46;2.31;325.33;HBEFA3/Bus;0.00;3033.10;bus4;32015487#1_0;70.74;1.56;!bus4!var#1;6.11;bus_bus;0.00;23.745320;37.985720
17.00;33.75;19536.56;6.69;156.61;3.55;97.47;HBEFA3/Bus;0.00;6181.62;bus5;-170993800#2_0;75.57;33.00;!bus5!var#1;5.90;bus_bus;0.00;23.736462;37.976107
17.00;25.86;11769.36;5.68;103.38;2.67;55.49;HBEFA3/Bus;0.00;3723.34;bus6;46938927#2_0;72.44;21.95;!bus6!var#1;3.68;bus_bus;0.00;23.740934;37.986164
17.00;32.42;19174.47;6.63;152.21;3.43;242.38;HBEFA3/Bus;0.00;6067.36;bus7;:1137831815_0_0;74.78;4.13;!bus7!var#1;7.76;bus_bus;0.00;23.745748;37.985655
17.00;22.62;13284.44;5.83;104.23;2.47;99.32;HBEFA3/Bus;0.00;4204.49;bus8;653240387_0;75.64;12.10;!bus8!var#1;13.89;bus_bus;0.00;23.714055;37.974197
17.00;0.00;0.00;0.00;0.00;0.00;239.24;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;48651788#2_0;62.91;21.10;!motorcycle0!var#1;11.96;motorcycle_motorcycle;0.00;23.712762;37.988938
17.00;0.00;0.00;0.00;0.00;0.00;85.78;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;10976427_0;59.34;37.83;!motorcycle1!var#1;10.92;motorcycle_motorcycle;0.00;23.724579;37.988894
17.00;0.00;0.00;0.00;0.00;0.00;201.97;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle2;:250713510_1_0;56.19;4.68;!motorcycle2!var#1;4.39;motorcycle_motorcycle;0.00;23.739548;37.986671
17.00;0.00;0.00;0.00;0.00;0.00;100.73;HBEFA3/PC_G_EU4;0.00;0.00;veh0;11031664#3_0;44.85;93.02;!veh0!var#1;3.52;veh_passenger;0.00;23.723844;37.988373
17.00;164.77;2624.66;0.81;1.20;0.07;319.01;HBEFA3/PC_G_EU4;0.00;837.20;veh1;659981101#0_2;55.94;16.60;!veh1!var#1;0.00;veh_passenger;5.00;23.747780;37.974966
17.00;99.59;3505.20;0.53;1.47;0.06;124.40;HBEFA3/PC_G_EU4;0.00;1118.02;veh10;:250691793_4_0;62.50;4.86;!veh10!var#1;5.40;veh_passenger;0.00;23.737713;37.977553
17.00;0.00;0.00;0.00;0.00;0.00;114.99;HBEFA3/PC_G_EU4;0.00;0.00;veh11;909208929_0;55.06;23.54;!veh11!var#1;1.85;veh_passenger;0.00;23.727511;37.974900
17.00;0.00;0.00;0.00;0.00;0.00;143.92;HBEFA3/PC_G_EU4;0.00;0.00;veh12;10741754#0_0;58.03;3.58;!veh12!var#1;6.17;veh_passenger;0.00;23.725114;37.988744
17.00;35.95;3485.04;0.24;1.31;0.05;99.41;HBEFA3/PC_G_EU4;0.00;1111.58;veh13;717094465#0_0;64.05;107.20;!veh13!var#1;11.32;veh_passenger;0.00;23.710442;37.977894
17.00;0.00;0.00;0.00;0.00;0.00;194.25;HBEFA3/PC_G_EU4;0.00;0.00;veh14;:359094247_6_0;52.87;13.92;!veh14!var#1;7.14;veh_passenger;0.00;23.747822;37.988901
17.00;0.00;1939.78;0.00;0.54;0.00;151.32;HBEFA3/PC_G_EU4;0.00;618.72;veh15;31767641#0_0;63.71;113.69;!veh15!var#1;12.99;veh_passenger;0.00;23.710237;37.993274
17.00;0.00;0.00;0.00;0.00;0.00;199.53;HBEFA3/PC_G_EU4;0.00;0.00;veh16;23216541#1_0;56.03;6.87;!veh16!var#1;2.03;veh_passenger;0.00;23.725336;37.974943
17.00;180.71;11239.15;1.10;4.92;0.24;212.82;HBEFA3/PC_G_EU4;0.00;3584.72;veh17;693475637#4_1;73.11;11.38;!veh17!var#1;13.34;veh_passenger;0.00;23.712189;37.981870
17.00;173.18;10673.32;1.05;4.67;0.23;325.65;HBEFA3/PC_G_EU4;0.00;3404.25;veh18;734707701#3_0;72.68;50.76;!veh18!var#1;12.73;veh_passenger;0.00;23.738358;37.978492
17.00;115.96;7292.41;0.70;3.11;0.15;252.55;HBEFA3/PC_G_EU4;0.00;2325.93;veh19;573760699#0_0;68.75;43.88;!veh19!var#1;11.12;veh_passenger;0.00;23.744412;37.978105
17.00;23.03;3259.14;0.18;1.18;0.04;76.85;HBEFA3/PC_G_EU4;0.00;1039.52;veh2;61072226#0_0;64.37;153.49;!veh2!var#1;12.38;veh_passenger;0.00;23.738669;37.989163
17.00;144.94;8773.27;0.87;3.81;0.18;99.94;HBEFA3/PC_G_EU4;0.00;2798.24;veh20;10741757#9_0;70.76;38.37;!veh20!var#1;11.30;veh_passenger;0.00;23.732384;37.986662
17.00;132.13;2397.12;0.66;1.05;0.05;151.40;HBEFA3/PC_G_EU4;0.00;764.62;veh21;-448706635_0;56.24;14.70;!veh21!var#1;1.65;veh_passenger;0.00;23.738416;37.981302
17.00;109.44;4705.55;0.61;2.01;0.09;279.87;HBEFA3/PC_G_EU4;0.00;1500.87;veh22;-50005006_0;65.40;21.48;!veh22!var#1;6.58;veh_passenger;0.00;23.723908;37.985327
17.00;121.24;5101.10;0.67;2.20;0.10;282.12;HBEFA3/PC_G_EU4;0.00;1627.03;veh23;49288906_1;66.57;17.96;!veh23!var#1;6.28;veh_passenger;0.00;23.731924;37.986127
17.00;40.57;5482.62;0.32;1.94;0.10;275.80;HBEFA3/PC_G_EU4;0.00;1748.70;veh24;23214072#0_0;71.33;78.08;!veh24!var#1;24.20;veh_passenger;0.00;23.751399;37.972592
17.00;131.33;3517.59;0.68;1.54;0.07;189.18;HBEFA3/PC_G_EU4;0.00;1121.99;veh25;168737311#3_0;63.72;9.96;!veh25!var#1;3.17;veh_passenger;0.00;23.729613;37.985250
17.00;0.00;0.00;0.00;0.00;0.00;191.98;HBEFA3/PC_G_EU4;0.00;0.00;veh26;50033102_0;61.43;31.11;!veh26!var#1;12.45;veh_passenger;0.00;23.739898;37.990057
17.00;0.00;2591.15;0.00;0.66;0.02;236.88;HBEFA3/PC_G_EU4;0.00;826.47;veh27;-85692476_0;68.75;25.80;!veh27!var#1;20.70;veh_passenger;0.00;23.750982;37.982332
17.00;2.45;2213.60;0.06;0.69;0.01;278.74;HBEFA3/PC_G_EU4;0.00;706.05;veh29;98350946_0;63.41;5.10;!veh29!var#1;12.26;veh_passenger;0.00;23.744901;37.985696
17.00;0.00;0.00;0.00;0.00;0.00;188.57;HBEFA3/PC_G_EU4;0.00;0.00;veh3;311408820#0_2;48.26;45.80;!veh3!var#1;2.86;veh_passenger;0.00;23.730115;37.987080
17.00;125.45;7894.30;0.76;3.39;0.16;22.42;HBEFA3/PC_G_EU4;0.00;2517.90;veh4;307734996#1_0;69.50;31.94;!veh4!var#1;11.48;veh_passenger;0.00;23.711517;37.972512
17.00;117.82;8674.53;0.75;3.66;0.18;275.79;HBEFA3/PC_G_EU4;0.00;2766.74;veh5;23214072#5_0;70.10;53.78;!veh5!var#1;15.08;veh_passenger;0.00;23.747113;37.973037
17.00;131.09;7772.45;0.78;3.35;0.16;154.91;HBEFA3/PC_G_EU4;0.00;2479.04;veh6;-449255484#0_0;69.61;21.07;!veh6!var#1;10.52;veh_passenger;0.00;23.737416;37.989713
17.00;108.17;5264.06;0.62;2.24;0.10;22.42;HBEFA3/PC_G_EU4;0.00;1679.00;veh7;307734996#1_0;66.25;8.24;!veh7!var#1;7.67;veh_passenger;0.00;23.711407;37.972318
17.00;0.00;0.00;0.00;0.00;0.00;264.76;HBEFA3/PC_G_EU4;0.00;0.00;veh8;:95663544_0_0;58.63;10.01;!veh8!var#1;6.92;veh_passenger;0.00;23.727333;37.989818
17.00;0.00;0.00;0.00;0.00;0.00;233.50;HBEFA3/PC_G_EU4;0.00;0.00;veh9;23183278#1_0;56.83;2.87;!veh9!var#1;6.19;veh_passenger;0.00;23.747740;37.988787
18.00;34.01;19972.56;6.74;159.22;3.58;330.04;HBEFA3/Bus;0.00;6319.68;bus0;:cluster_355612799_565056732_1_0;75.48;4.42;!bus0!var#1;6.40;bus_bus;0.00;23.718197;37.986987
18.00;39.66;25614.23;7.47;197.73;4.21;324.41;HBEFA3/Bus;0.00;8105.27;bus1;169544332_0;77.03;19.21;!bus1!var#1;8.17;bus_bus;0.00;23.737457;37.983392
18.00;20.17;5286.11;4.85;60.75;2.01;126.34;HBEFA3/Bus;0.00;1671.11;bus2;734712582#2_0;67.11;5.14;!bus2!var#1;0.00;bus_bus;13.00;23.713364;37.977221
18.00;43.86;30921.59;8.15;231.72;4.72;115.40;HBEFA3/Bus;0.00;9785.44;bus3;23217626#1_0;78.28;36.11;!bus3!var#1;12.12;bus_bus;0.00;23.710737;37.981961
18.00;32.92;19242.14;6.64;153.52;3.47;8.20;HBEFA3/Bus;0.00;6088.62;bus4;32015487#1_0;74.95;8.47;!bus4!var#1;6.91;bus_bus;0.00;23.745339;37.985781
18.00;35.95;21867.12;6.99;172.24;3.80;97.47;HBEFA3/Bus;0.00;6919.30;bus5;-170993800#2_0;76.07;39.91;!bus5!var#1;6.91;bus_bus;0.00;23.736540;37.976097
18.00;33.03;18475.65;6.55;150.05;3.46;55.49;HBEFA3/Bus;0.00;5845.73;bus6;46938927#2_0;75.93;26.82;!bus6!var#1;4.87;bus_bus;0.00;23.740981;37.986188
18.00;38.38;24724.34;7.35;190.88;4.08;246.02;HBEFA3/Bus;0.00;7823.75;bus7;:1137831815_0_0;76.60;12.81;!bus7!var#1;8.69;bus_bus;0.00;23.745656;37.985627
18.00;0.00;0.00;0.00;0.00;0.00;99.32;HBEFA3/Bus;0.00;0.00;bus8;653240387_0;73.44;25.44;!bus8!var#1;13.34;bus_bus;0.00;23.714204;37.974174
18.00;231.81;7573.86;1.10;1.61;0.39;239.30;HBEFA3/LDV_G_EU6;0.00;2416.00;motorcycle0;:651939717_1_0;68.83;2.53;!motorcycle0!var#1;13.44;motorcycle_motorcycle;0.00;23.712628;37.988879
18.00;21.49;2382.91;0.13;0.60;0.04;85.78;HBEFA3/LDV_G_EU6;0.00;760.10;motorcycle1;10976427_0;62.69;48.82;!motorcycle1!var#1;10.99;motorcycle_motorcycle;0.00;23.724704;37.988899
18.00;103.20;2020.23;0.40;0.50;0.11;152.72;HBEFA3/LDV_G_EU6;0.00;644.44;motorcycle2;60958842#0_0;59.57;0.43;!motorcycle2!var#1;4.73;motorcycle_motorcycle;0.00;23.739562;37.986631
18.00;179.19;1228.61;0.64;0.31;0.17;51.24;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle3;887747034_0;55.94;2.30;!motorcycle3!var#1;0.00;motorcycle_motorcycle;0.00;23.727053;37.987305
18.00;138.55;5673.80;0.77;2.48;0.12;100.70;HBEFA3/PC_G_EU4;0.00;1809.69;veh0;:97834909_2_0;68.54;4.73;!veh0!var#1;5.84;veh_passenger;0.00;23.723909;37.988361
18.00;164.77;2624.70;0.81;1.20;0.07;319.01;HBEFA3/PC_G_EU4;0.00;837.22;veh1;659981101#0_2;55.94;16.60;!veh1!var#1;0.00;veh_passenger;6.00;23.747780;37.974966
18.00;0.00;0.00;0.00;0.00;0.00;68.42;HBEFA3/PC_G_EU4;0.00;0.00;veh10;23182837#0_0;57.24;0.94;!veh10!var#1;5.10;veh_passenger;0.00;23.737766;37.977568
18.00;0.00;0.00;0.00;0.00;0.00;114.99;HBEFA3/PC_G_EU4;0.00;0.00;veh11;909208929_0;55.70;25.19;!veh11!var#1;1.64;veh_passenger;0.00;23.727527;37.974894
18.00;78.60;3391.38;0.44;1.38;0.05;143.23;HBEFA3/PC_G_EU4;0.00;1081.71;veh12;:97834829_1_0;62.29;6.18;!veh12!var#1;6.89;veh_passenger;0.00;23.725159;37.988693
18.00;0.00;0.00;0.00;0.00;0.00;99.58;HBEFA3/PC_G_EU4;0.00;0.00;veh13;717094465#0_0;61.05;118.00;!veh13!var#1;10.80;veh_passenger;0.00;23.710563;37.977875
18.00;0.00;0.00;0.00;0.00;0.00;194.50;HBEFA3/PC_G_EU4;0.00;0.00;veh14;23183278#0_0;57.23;3.62;!veh14!var#1;6.53;veh_passenger;0.00;23.747801;37.988846
18.00;33.00;4117.89;0.25;1.55;0.06;150.49;HBEFA3/PC_G_EU4;0.00;1313.42;veh15;31767641#0_0;65.66;127.20;!veh15!var#1;13.51;veh_passenger;0.00;23.710309;37.993167
18.00;124.93;2470.14;0.63;1.07;0.05;199.53;HBEFA3/PC_G_EU4;0.00;787.91;veh16;23216541#1_0;57.54;9.06;!veh16!var#1;2.19;veh_passenger;0.00;23.725327;37.974925
18.00;188.30;12246.68;1.16;5.33;0.27;212.82;HBEFA3/PC_G_EU4;0.00;3906.07;veh17;693475637#4_1;73.46;27.09;!veh17!var#1;15.71;veh_passenger;0.00;23.712087;37.981753
18.00;166.50;11002.89;1.03;4.77;0.24;325.62;HBEFA3/PC_G_EU4;0.00;3509.37;veh18;:250691741_2_0;72.38;6.51;!veh18!var#1;14.93;veh_passenger;0.00;23.738266;37.978605
18.00;167.76;10660.74;1.02;4.64;0.23;252.55;HBEFA3/PC_G_EU4;0.00;3400.24;veh19;573760699#0_0;72.37;57.38;!veh19!var#1;13.50;veh_passenger;0.00;23.744265;37.978072
18.00;0.00;1849.32;0.02;0.51;0.00;76.85;HBEFA3/PC_G_EU4;0.00;589.87;veh2;61072226#0_0;63.13;165.76;!veh2!var#1;12.27;veh_passenger;0.00;23.738805;37.989185
18.00;0.00;0.00;0.00;0.00;0.00;99.94;HBEFA3/PC_G_EU4;0.00;0.00;veh20;10741757#9_0;61.27;49.23;!veh20!var#1;10.86;veh_passenger;0.00;23.732505;37.986642
18.00;129.71;2636.41;0.65;1.15;0.06;151.40;HBEFA3/PC_G_EU4;0.00;840.94;veh21;-448706635_0;58.78;16.80;!veh21!var#1;2.10;veh_passenger;0.00;23.738427;37.981285
18.00;127.19;6694.19;0.74;2.89;0.14;279.87;HBEFA3/PC_G_EU4;0.00;2135.13;veh22;-50005006_0;68.64;30.11;!veh22!var#1;8.62;veh_passenger;0.00;23.723811;37.985343
18.00;134.03;6952.20;0.78;3.02;0.14;282.12;HBEFA3/PC_G_EU4;0.00;2217.42;veh23;49288906_1;69.22;26.44;!veh23!var#1;8.48;veh_passenger;0.00;23.731830;37.986146
18.00;0.00;3062.01;0.03;0.80;0.04;275.80;HBEFA3/PC_G_EU4;0.00;976.65;veh24;23214072#0_0;70.63;102.13;!veh24!var#1;24.05;veh_passenger;0.00;23.751128;37.972620
18.00;119.74;3994.33;0.64;1.72;0.08;189.18;HBEFA3/PC_G_EU4;0.00;1274.03;veh25;168737311#3_0;64.39;14.61;!veh25!var#1;4.66;veh_passenger;0.00;23.729603;37.985208
18.00;13.30;2878.55;0.13;0.99;0.03;191.98;HBEFA3/PC_G_EU4;0.00;918.13;veh26;50033102_0;64.19;43.76;!veh26!var#1;12.65;veh_passenger;0.00;23.739864;37.989947
18.00;0.00;0.00;0.00;0.00;0.00;237.27;HBEFA3/PC_G_EU4;0.00;0.00;veh27;-85692476_0;67.19;45.58;!veh27!var#1;19.78;veh_passenger;0.00;23.750790;37.982240
18.00;0.00;1660.68;0.00;0.43;0.00;278.74;HBEFA3/PC_G_EU4;0.00;529.70;veh29;98350946_0;62.86;17.18;!veh29!var#1;12.08;veh_passenger;0.00;23.744766;37.985716
18.00;162.96;2580.54;0.80;1.18;0.06;188.57;HBEFA3/PC_G_EU4;0.00;823.13;veh3;311408820#0_2;43.61;45.86;!veh3!var#1;0.05;veh_passenger;1.00;23.730115;37.987080
18.00;164.78;2624.72;0.81;1.20;0.07;275.81;HBEFA3/PC_G_EU4;0.00;837.22;veh30;32015475#0_0;55.94;3.97;!veh30!var#1;0.00;veh_passenger;0.00;23.745816;37.985598
18.00;0.00;2243.29;0.05;0.69;0.01;167.44;HBEFA3/PC_G_EU4;0.00;715.52;veh31;712030315#0_0;63.73;5.10;!veh31!var#1;12.70;veh_passenger;0.00;23.737657;37.990643
18.00;154.08;10042.50;0.94;4.34;0.21;21.84;HBEFA3/PC_G_EU4;0.00;3203.05;veh4;:824837239_3_0;71.63;4.69;!veh4!var#1;13.65;veh_passenger;0.00;23.711580;37.972625
18.00;0.00;0.00;0.00;0.00;0.00;276.50;HBEFA3/PC_G_EU4;0.00;0.00;veh5;23214072#5_0;59.93;66.00;!veh5!var#1;12.22;veh_passenger;0.00;23.746975;37.973052
18.00;107.08;7243.73;0.66;3.06;0.14;154.91;HBEFA3/PC_G_EU4;0.00;2310.40;veh6;-449255484#0_0;68.57;33.18;!veh6!var#1;12.11;veh_passenger;0.00;23.737471;37.989613
18.00;142.78;8098.28;0.84;3.52;0.17;22.42;HBEFA3/PC_G_EU4;0.00;2582.96;veh7;307734996#1_0;70.36;18.21;!veh7!var#1;9.97;veh_passenger;0.00;23.711453;37.972400
18.00;57.60;2518.33;0.32;0.96;0.03;279.12;HBEFA3/PC_G_EU4;0.00;803.26;veh8;10741763#2_0;60.56;6.80;!veh8!var#1;7.15;veh_passenger;0.00;23.727253;37.989830
18.00;153.17;8039.60;0.89;3.52;0.17;236.23;HBEFA3/PC_G_EU4;0.00;2564.25;veh9;23183278#1_0;71.05;11.66;!veh9!var#1;8.79;veh_passenger;0.00;23.747656;37.988745
19.00;24.58;11910.52;5.69;101.51;2.57;342.90;HBEFA3/Bus;0.00;3768.50;bus0;:cluster_355612799_565056732_1_0;71.88;11.06;!bus0!var#1;6.64;bus_bus;0.00;23.718190;37.987043
19.00;40.18;26477.02;7.58;202.93;4.28;324.41;HBEFA3/Bus;0.00;8378.46;bus1;169544332_0;77.09;28.35;!bus1!var#1;9.14;bus_bus;0.00;23.737399;37.983461
19.00;20.17;5286.11;4.85;60.75;2.01;126.34;HBEFA3/Bus;0.00;1671.11;bus2;734712582#2_0;67.11;5.14;!bus2!var#1;0.00;bus_bus;14.00;23.713364;37.977221
19.00;40.49;28286.52;7.80;212.27;4.37;115.40;HBEFA3/Bus;0.00;8951.69;bus3;23217626#1_0;77.84;48.91;!bus3!var#1;12.80;bus_bus;0.00;23.710867;37.981909
